Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,Ratings.Internet Movie Database,Ratings.Rotten Tomatoes,Ratings.Metacritic
"Eva Beckmann, Rena Drexler, Renee Firestone, Erika Jacoby",,,"Poland, USA",,Jon Kean,,Documentary,English,74,"""You're free. Go home"" Most Holocaust films end with these words, the very words that survivors heard at liberation. After Auschwitz begins with these words, inviting audiences to experience what happened next. For survivors, liberation from the camps was the beginning of a life long struggle. They wanted to go home, but there was no home left in Europe. They came to America and wanted to tell people about their pasts but were silenced for over three decades. ""You're in America now, put it behind you"". After Auschwitz is a ""Post-Holocaust"" documentary that captures what it means to survive and try to life a normal life after unspeakable tragedy. Six extraordinary women who all survived Auschwitz take us on a journey that American audiences have never seen before. These women all moved to Los Angeles, married, raised children and became ""Americans"" but they never truly found a place to call home. What makes the story so much more fascinating is how these women saw, interpreted and interacted with the changing face of America in the second half of the 20th century. They serve as our guides on an unbelievable journey, sometimes celebratory, sometimes heart breaking but always inspiring. It is also the only ""Holocaust"" film that includes Ricardo Montalban, George W. Bush and an appearance at The Kennedy Center Honors. After Auschwitz gives us the story that we have always wanted to see and one that in many ways is as important as the stories of the camps themselves.",https://m.media-amazon.com/images/M/MV5BMTQyYWEwNWMtZWIyNy00NjBmLWIyNmMtNGRmMWU1ZmYxYzkxXkEyXkFqcGdeQXVyMTM5MzY0NjI@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '74/100'}]",25-Mar-17,TRUE,83 min,After Auschwitz,movie,,"Deborah Blum, Jon Kean",2017,tt6079976,6.8,40,,0.68,-1,0.74
"Gabriele Amorth, Robert Barron, William Friedkin",,,USA,,William Friedkin,,"Documentary, Horror","English, Italian",46,Father Gabriele Amorth performs his ninth exorcism on an Italian woman.,https://m.media-amazon.com/images/M/MV5BMjIxMTUyNjQ2NV5BMl5BanBnXkFtZTgwMDI0OTg5NDM@._V1_SX300.jpg,,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",20-Apr-18,TRUE,68 min,The Devil and Father Amorth,movie,,"William Friedkin, Mark Kermode",2017,tt6883152,5.1,331,,0.51,-1,0.46
"Fanny Ardant, Chiara Caselli, Irène Jacob, John Malkovich",3 wins & 5 nominations.,,"France, Germany, Italy",22-Aug-00,"Michelangelo Antonioni, Wim Wenders",,"Drama, Romance","French, English, Italian",66,"Made of four short tales, linked by a story filmed by Wim Wenders. Taking place in Ferrara, Portofino, Aix en Provence and Paris, each story, which always a woman as the crux of the story, invites to an inner travel, as Antonioni says ""towards the true image of that absolute and mysterious reality that nobody will ever see"".",https://images-na.ssl-images-amazon.com/images/M/MV5BMmFiMTgxMzEtMTBmZS00MDUzLTljNmMtODQyOGFmOWUxMGM4XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,Sceneries,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",27-Oct-95,TRUE,112 min,Beyond the Clouds,movie,,"Tonino Guerra, Michelangelo Antonioni (screenplay), Wim Wenders, Michelangelo Antonioni (book), Soheil Ghodsy (French adaptation)",1995,tt0114086,6.5,"4,795",,0.65,0.67,0.66
"Catherine Keener, Jeanne Tripplehorn, Aaron Douglas, Callum Keith Rennie",4 wins & 4 nominations.,,"USA, Canada",,Courtney Balaker,,Drama,English,,"A small-town nurse named Susette Kelo emerges as the reluctant leader of her working-class neighbors in their struggle to save their homes from political and corporate interests bent on seizing the land and handing it over to Pfizer Corporation. Susette's battle goes all the way to the US Supreme Court and the controversial 5-4 decision in Kelo vs. City of New London gave government officials the power to bulldoze a neighborhood for the benefit of a multibillion-dollar corporation. The decision outraged Americans across the political spectrum, and that passion fueled reforms that helped curb eminent domain abuse.",https://images-na.ssl-images-amazon.com/images/M/MV5BNmY4YTcxNDItZGY1MS00NjEzLTg5YjctYzY0Y2Y3MTgxNzM3XkEyXkFqcGdeQXVyNjU2NDIxOTM@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",20-Apr-18,TRUE,98 min,Little Pink House,movie,,"Courtney Balaker, Courtney Balaker",2017,tt3863632,8.3,39,,0.83,-1,-1
"Louis Garrel, Stacy Martin, Bérénice Bejo, Micha Lescot",9 nominations.,,"France, Myanmar",,Michel Hazanavicius,,"Biography, Comedy, Drama","French, English, Italian",55,"During the making of one of his films, French film director Jean-Luc Godard falls in love with 17-year old actress Anne Wiazemsky and later marries her.",https://m.media-amazon.com/images/M/MV5BYTNkNGQ0MDctNGNjMS00Y2NhLTk4MTItYjMyMDczZWVjMTJkXkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg,,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '55/100'}]",13-Sep-17,TRUE,107 min,Godard Mon Amour,movie,,"Michel Hazanavicius (script by), Anne Wiazemsky (adapted from the novel ""Un an après"" by)",2017,tt5687334,6.7,"2,707",,0.67,-1,0.55
"Émilie Dequenne, André Dussollier, Guillaume Gouix, Catherine Jacob",2 nominations.,,"France, Belgium",,Lucas Belvaux,,Drama,French,61,"An engaged but apolitical nurse gets involved in a far-right political party. Based on numerous recent events in France, it becomes about how Front National operates and how it is perceived by the French.",https://m.media-amazon.com/images/M/MV5BNDA5ZDY1YzQtM2EzNi00NmFhLWFlMGYtZmMwNjJlOGZlZTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDM3NTI5MzA@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '61/100'}]",18-Apr-18,TRUE,117 min,This Is Our Land,movie,,"Lucas Belvaux (screenplay), Jérôme Leroy (screenplay)",2017,tt6144536,6.4,681,,0.64,-1,0.61
"Daniel Giménez Cacho, Lola Dueñas, Matheus Nachtergaele, Juan Minujín",,,"Argentina, Brazil, Spain, Dominican Republic, France, Netherlands, Mexico, Switzerland, USA, Portugal, Lebanon",,Lucrecia Martel,,Drama,Spanish,89,"Based on the novel by Antonio Di Benedetto written in 1956, on Don Diego de Zama, a Spanish officer of the seventeenth century settled in Asunción, who awaits his transfer to Buenos Aires.",https://m.media-amazon.com/images/M/MV5BODczZjE1MmYtY2RiNi00ZjRjLWI2NDktZGY5ODlhNjk0ZTk4XkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,Strand Releasing,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",28-Sep-17,TRUE,115 min,Zama,movie,https://strandreleasing.com/films/zama/,"Antonio Di Benedetto (based on the novel by), Lucrecia Martel",2017,tt3409848,6.7,"2,342",,0.67,0.95,0.89
"Grace Jones, Jean-Paul Goude, Sly & Robbie",,,"Ireland, UK",,Sophie Fiennes,,Documentary,"English, French",75,"Larger than life, wild, scary and androgynous - Grace Jones plays all these parts. Yet here we also discover her as a lover, daughter, mother, sister and even grandmother, as she submits herself to our gaze and allows us to understand what constitutes her mask. The stage is where her most extreme embodiments are realised and her theatrical imagination lets loose: this is where the musical of her life is played out. The film includes Grace's unique performances singing iconic hits such as Slave To The Rhythm, Pull Up To The Bumper, as well as the more recent autobiographical tracks Williams' Bloods and Hurricane. These personal songs also link to Grace's family life, as the film takes us on a holiday road trip across Jamaica, where her family roots and the story of her traumatic childhood are uncovered. In Jamaican patois, 'Bloodlight' is the red light that illuminates when an artist is recording and 'Bami' means bread, the substance of daily life. Grace Jones: Bloodlight and Bami weaves together the layers of Grace Jones' public and private life, as she moves effortlessly between different facets: she is gypsy, artist and partying hedonist, warm and funny but also a fierce and tenacious businesswoman. The performance continues to move thematically though the film, with Love Is The Drug acting like an aria, bringing the film to its final and most touching scenes. This is a Grace we have not seen before, someone who reminds us of what it is to dare to be truly alive.",https://ia.media-imdb.com/images/M/MV5BMDJlMTlmYjAtYTlhOS00MGRkLWI0YWUtNzYzOTJiODBmOTc2XkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,Kino Lorber,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",13-Apr-18,TRUE,115 min,Grace Jones: Bloodlight and Bami,movie,,,2017,tt6903636,6.2,317,,0.62,0.87,0.75
"Lise Leplat Prudhomme, Jeanne Voisin, Lucile Gauthier, Victoria Lefebvre",,,France,,Bruno Dumont,,"History, Musical",French,,,https://images-na.ssl-images-amazon.com/images/M/MV5BZWQ3NzUwNmYtZTYyMC00ZTI5LTk1ZjUtY2RhMWMxMTgxZmE1XkEyXkFqcGdeQXVyNDY3MzY5Nzc@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",6-Sep-17,TRUE,105 min,Jeannette: The Childhood of Joan of Arc,movie,,"Bruno Dumont (adaptation), Charles Peguy (based on the play ""Les Mysteres de la charite de Jeanne d'Arc"")",2017,tt6340264,5,218,,0.5,-1,-1
"Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",,,USA,17-Jul-18,Jeff Wadlow,,"Horror, Thriller",English,35,A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",13-Apr-18,TRUE,100 min,Truth or Dare,movie,https://www.blumhousestruthordare.com/,"Michael Reisz (screenplay by), Jillian Jacobs (screenplay by), Christopher Roach (screenplay by), Jeff Wadlow (screenplay by), Michael Reisz (story by)",2018,tt6772950,5.1,"23,950",,0.51,0.14,0.35
"Liv Tyler, Brad Dourif, Bel Powley, James Le Gros",,,USA,7-Aug-18,Fritz Böhm,,"Drama, Fantasy, Horror",English,58,"Anna spends her entire childhood in a single room under the care of a mysterious man she only knows as Daddy. He makes her fear the 'Outside' by telling her of the Wildling, a creature with sharp teeth and claws who roams about eating little children. At age 16, Anna is freed by small-town sheriff Ellen Cooper, but her greatest ordeal is yet to come...",https://m.media-amazon.com/images/M/MV5BYjM2MGVmN2MtMDc3Ny00Nzk0LWFhMGUtNGQ0MDM5OTc5NDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,IFC Midnight,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",13-Apr-18,TRUE,92 min,Wildling,movie,,"Fritz Böhm, Florian Eder",2018,tt5085924,5.5,"5,962",,0.55,0.7,0.58
"Ben Kingsley, Hera Hilmar, Peter Serafinowicz, Robert Blythe",,,"Serbia, USA",12-Jun-18,Brad Silberling,,"Drama, Thriller, War",English,52,A war criminal in hiding forms a relationship with his only connection to the outside world - his maid.,https://m.media-amazon.com/images/M/MV5BMjAzMDgxNTkyMF5BMl5BanBnXkFtZTgwNDI2OTMxNTM@._V1_SX300.jpg,Saban Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",13-Apr-18,TRUE,90 min,An Ordinary Man,movie,,Brad Silberling,2017,tt1785288,5.3,902,,0.53,0.37,0.52
"Rosario Dawson, Nick Robinson, T.I., Grant Gustin",,,USA,,William H. Macy,,"Comedy, Drama",English,39,A young man living a sheltered life develops a crush on a stripper and joins her Alcoholics Anonymous group just so he can be in the same room with her.,https://m.media-amazon.com/images/M/MV5BNjEwMTk4MDUxOV5BMl5BanBnXkFtZTgwMTI2OTMxNTM@._V1_SX300.jpg,,R,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Metacritic', 'Value': '39/100'}]",13-Apr-18,TRUE,90 min,Krystal,movie,,Will Aldis,2017,tt0835802,4.7,323,,0.47,-1,0.39
"Zachary Quinto, Jenny Slate, Sheila Vand, Jon Hamm",1 nomination.,,USA,,Brian Shoaf,,Drama,English,37,"Emily Milburton is a therapist who is struggling with personal problems. Things change when she meets her new patient, Josh Norman, who is mentally ill. Josh starts to develop feelings for Emily but things get intesting when Emily falls for Josh's brother, Craig.",https://m.media-amazon.com/images/M/MV5BMzQyNzkzMjU0Nl5BMl5BanBnXkFtZTgwNDE4OTc4NDM@._V1_SX300.jpg,,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Metacritic', 'Value': '37/100'}]",13-Apr-18,TRUE,89 min,Aardvark,movie,,Brian Shoaf,2017,tt3548028,6,83,,0.6,-1,0.37
"Chiwetel Ejiofor, Gerard Catus, Allie McCulloch, Lakeith Stanfield",,,USA,13-Apr-18,Joshua Marston,,Drama,English,65,"Based on an episode of the public radio series This American Life, which centers on Bishop Carlton Pearson, a rising star among evangelicals until he was ostracized by his own church and declared a heretic after he started preaching that there is no Hell.",https://m.media-amazon.com/images/M/MV5BMzAzNTUyNzYzNV5BMl5BanBnXkFtZTgwNjcwNzkwNTM@._V1_SX300.jpg,Netflix,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",13-Apr-18,TRUE,106 min,Come Sunday,movie,,"Marcus Hinchey, Russell Cobb (based on a radio story from WBEZ's This American Life,  reported by), Alex Blumberg (based on a radio story from WBEZ's This American Life,  produced by)",2018,tt1690967,5.8,"1,170",,0.58,0.63,0.65
"Logan Lerman, Helena Bonham Carter, Gérard Depardieu, Jordan Beck",,,"Ireland, UK, France, Canada, USA",,Richard Lanni,,"Animation, Adventure, Family",English,57,"With the war to end all wars looming, a young army ""doughboy"" Robert Conroy has his life forever changed when a little dog with a stubby tail wanders into camp as the men of the 102nd Infantry Regiment train on the grounds of Yale University. Conroy gives his new friend a name, a family, and a chance to embark on the adventure that would define a century. Despite lacking formal military working dog training, Stubby the dog and his human companions find themselves in the trenches of France and on the path to history. French Infantryman Gaston Baptiste befriends the duo and accompanies them along their epic journey through harsh conditions and incredible acts of courage. For his valorous actions, Stubby is recognized as the first canine ever promoted to the rank of Sergeant in U.S. Army history.",https://m.media-amazon.com/images/M/MV5BMTY5NzEwNDczMl5BMl5BanBnXkFtZTgwMjY1MTY4NDM@._V1_SX300.jpg,Fun Academy Media Group,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",13-Apr-18,TRUE,84 min,Sgt. Stubby: An American Hero,movie,,"Richard Lanni, Mike Stokey",2018,tt5314190,7,571,,0.7,0.84,0.57
"James McAvoy, Alicia Vikander, Alexander Siddig, Reda Kateb",1 nomination.,,"Germany, France, Spain, USA",,Wim Wenders,,"Drama, Romance, Thriller",English,38,"In a room with no windows on the eastern coast of Africa, an Englishman, James Moore, is held captive by jihadist fighters. Thousands of miles away in the Greenland Sea, Danielle Flinders prepares to dive in a submersible to the ocean floor. In their confines they are drawn back to the Christmas of the previous year, where a chance encounter on a beach in France led to an intense and enduring romance.",https://m.media-amazon.com/images/M/MV5BNjE2NDUyMTY3M15BMl5BanBnXkFtZTgwODU0MDQ5NDM@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Metacritic', 'Value': '38/100'}]",13-Apr-18,TRUE,112 min,Submergence,movie,,"Erin Dignam (screenplay), J.M. Ledgard (novel)",2017,tt3563262,5.3,"3,849",,0.53,-1,0.38
"Brady Jandreau, Tim Jandreau, Lilly Jandreau, Cat Clifford",10 wins & 11 nominations.,,USA,7-Aug-18,Chloé Zhao,,"Drama, Western",English,92,"After suffering a near fatal head injury, a young cowboy undertakes a search for new identity and what it means to be a man in the heartland of America.",https://m.media-amazon.com/images/M/MV5BMjQ3ODM5MjY2N15BMl5BanBnXkFtZTgwOTU5MjM4NDM@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",13-Apr-18,TRUE,104 min,The Rider,movie,http://sonyclassics.com/therider,Chloé Zhao,2017,tt6217608,7.6,"2,192",,0.76,0.96,0.92
"Sverrir Gudnason, Shia LaBeouf, Stellan Skarsgård, Tuva Novotny",4 wins & 9 nominations.,,"Sweden, Denmark, Finland",,Janus Metz,,"Biography, Drama, Sport","English, Swedish, French, German, Spanish",63,The story of the 1980 tennis rivalry between the placid Björn Borg and the volatile John McEnroe.,https://m.media-amazon.com/images/M/MV5BODQyNzM0ZDEtYzRjMi00NTEwLWJlMGQtNDEzNjQ2NGQxOTZhXkEyXkFqcGdeQXVyMTY0MTE4NTQ@._V1_SX300.jpg,,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '63/100'}]",13-Apr-18,TRUE,107 min,Borg vs McEnroe,movie,,Ronnie Sandahl,2017,tt5727282,7,"16,632",,0.7,-1,0.63
"Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan",,,USA,26-Jun-18,Brad Peyton,,"Action, Adventure, Sci-Fi","English, American Sign Language",45,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.",https://m.media-amazon.com/images/M/MV5BNDA1NjA3ODU3OV5BMl5BanBnXkFtZTgwOTg3MTIwNTM@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",13-Apr-18,TRUE,107 min,Rampage,movie,http://www.rampagethemovie.com/home,"Ryan Engle (screenplay by), Carlton Cuse (screenplay by), Ryan J. Condal (screenplay by), Adam Sztykiel (screenplay by), Ryan Engle (story by)",2018,tt2231461,6.2,"84,992",,0.62,0.53,0.45
"Hans Albers, Heinz Rühmann, Zarah Leander, Adolf Hitler",,,Germany,,Rüdiger Suchsland,,Documentary,German,,,https://images-na.ssl-images-amazon.com/images/M/MV5BOTBhNTI4ODMtMmE5Yy00OTk2LTg2MDgtNTlhZWU5M2NlOThjXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",11-Apr-18,TRUE,105 min,Hitler's Hollywood,movie,,Rüdiger Suchsland,2017,tt6566624,7.1,85,,0.71,-1,-1
"Jon Hamm, Jay Potter, Khalid Benchagra, Ania Josse",,,USA,3-Jul-18,Brad Anderson,,"Crime, Drama, Thriller","English, Arabic",69,"Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.",https://m.media-amazon.com/images/M/MV5BZWU5MjMxYmMtYzY2NS00MDU1LWIwMzAtMzIwYjY5NDIxZjZkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,Bleecker Street,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",11-Apr-18,TRUE,109 min,Beirut,movie,https://www.bleeckerstreetmedia.com/beirut,Tony Gilroy,2018,tt4669264,6.4,"10,409",,0.64,0.83,0.69
